ID,TDU,REP,PRODUCT,KWH500,KWH1000,KWH2000,RATE_TYPE,TERM_LENGTH,RENEWABLE,PREPAID,TOU,PROMOTION,EFL_URL
12573,SHARYLAND UTILITIES LP - MCALLEN,VETERAN ENERGY LLC,Assure 3-month,10.7,8.5,10.9,Fixed,3,4,FALSE,FALSE,FALSE,https://www.veteranenergy.us/client/resources/efl/signup/Sharyland-Mcal/Assure_3-month
12574,SHARYLAND UTILITIES LP - MCALLEN,VETERAN ENERGY LLC,Assure 12-month,10.6,8.4,10.8,Fixed,12,4,FALSE,FALSE,FALSE,https://www.veteranenergy.us/client/resources/efl/signup/Sharyland-Mcal/Assure_12-month
12452,SHARYLAND UTILITIES LP - MCALLEN,YEP,Green Earth Autopay E-plan,14.5,11.8,11.5,Fixed,60,100,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-60-green.pdf
12445,SHARYLAND UTILITIES LP - MCALLEN,YEP,AutoPay E-Plan,13.8,11.1,10.8,Fixed,60,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-60-nongreen.pdf
12382,SHARYLAND UTILITIES LP - MCALLEN,CIRRO ENERGY,Smart Lock 12,11.9,10.3,8.9,Fixed,12,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/09017518812c498d.pdf
12441,TEXAS-NEW MEXICO POWER COMPANY,YEP,AutoPay E-Plan,13.4,10.5,10.1,Fixed,60,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-60-nongreen.pdf
12431,TEXAS-NEW MEXICO POWER COMPANY,VOLT ELECTRICITY PROVIDER LP,Signature Index Plan,9,8.1,7.7,Indexed,0,,FALSE,FALSE,FALSE,http://voltep.com/volt-electricity-efl-389-texas-new-mexico-signature-index.html
12434,TEXAS-NEW MEXICO POWER COMPANY,VOLT ELECTRICITY PROVIDER LP,Ultimate Green Index,9.3,8.4,8,Indexed,12,100,FALSE,FALSE,FALSE,http://voltep.com/volt-electricity-efl-390-texas-new-mexico-ultimate-green-index.html
12448,TEXAS-NEW MEXICO POWER COMPANY,YEP,Green Earth Autopay E-plan,14.3,11.4,11,Fixed,60,100,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-60-green.pdf
12523,TEXAS-NEW MEXICO POWER COMPANY,PIONEER ENERGY,Pioneer Simple 12,8.6,8.2,8.1,Fixed,12,17,FALSE,FALSE,FALSE,https://signup.mypioneerenergy.com/PDFDocs/EFLPETNMPSIMPFXR12050117-28360.pdf
12524,TEXAS-NEW MEXICO POWER COMPANY,PIONEER ENERGY,Pioneer Choice 12,8.2,8.2,8.2,Fixed,12,17,FALSE,FALSE,FALSE,https://signup.mypioneerenergy.com/PDFDocs/EFLPETNMPCHOIFXR12050117-28357.pdf
12565,TEXAS-NEW MEXICO POWER COMPANY,VETERAN ENERGY LLC,Assure 3-month,11.1,8.7,11,Fixed,3,4,FALSE,FALSE,FALSE,https://www.veteranenergy.us/client/resources/efl/signup/TNMP/Assure_3-month
12566,TEXAS-NEW MEXICO POWER COMPANY,VETERAN ENERGY LLC,Assure 12-month,10.9,8.6,10.9,Fixed,12,4,FALSE,FALSE,FALSE,https://www.veteranenergy.us/client/resources/efl/signup/TNMP/Assure_12-month
12532,TEXAS-NEW MEXICO POWER COMPANY,FRONTIER UTILITIES,PAYG Instant Online,13.2,11.8,11,Variable,1,6,TRUE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=IPAYGO&tdspcode=CNP
12544,TEXAS-NEW MEXICO POWER COMPANY,VOLT ELECTRICITY PROVIDER LP,Apartment E-Bill Plan,7.9,7.9,7.9,Fixed,12,11,FALSE,FALSE,FALSE,http://voltep.com/volt-electricity-efl-405-texas-new-mexico-power-to-choose-apartment-budget-e-bill-plan.html
12694,TEXAS-NEW MEXICO POWER COMPANY,VETERAN ENERGY LLC,24 Mon NEST Rate,12.8,10,9.5,Fixed,24,4,FALSE,FALSE,FALSE,https://www.veteranenergy.us/client/resources/efl/signup/TNMP/24_mo_Nest_Rate
12695,TEXAS-NEW MEXICO POWER COMPANY,VETERAN ENERGY LLC,36 Mon NEST Rate,12.8,10,9.5,Fixed,36,4,FALSE,FALSE,FALSE,https://www.veteranenergy.us/client/resources/efl/signup/TNMP/36_mo_Nest_Rate
12581,TEXAS-NEW MEXICO POWER COMPANY,SPARK ENERGY LLC,Green Price Protect 12,11.8,9.1,8.7,Fixed,12,100,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/20709/EFL/ptc-all/TNMP/Electric/75077
12749,TEXAS-NEW MEXICO POWER COMPANY,VITAL POWER,Simtricity MTM,14.8,13.5,12.9,Variable,1,12,FALSE,FALSE,FALSE,http://vitalpowertexas.com/EFL/Simtricity-MTM-EFL-English.pdf
12800,TEXAS-NEW MEXICO POWER COMPANY,IGS ENERGY,Web-Only Offer with Nest Thermostat,10.5,10.5,10.5,Fixed,24,0,FALSE,FALSE,FALSE,https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTNM24FIXED00ZZ00RPROMO1NESTTHERMOSTAT
12884,TEXAS-NEW MEXICO POWER COMPANY,YEP,12 Month Fixed Rate Autopay E-Plan,10.7,9.5,8.9,Fixed,12,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen-ptc.pdf
12885,TEXAS-NEW MEXICO POWER COMPANY,SOUTHWEST POWER & LIGHT,12 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,10.6,9.4,8.8,Fixed,12,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-ptc.pdf
12938,TEXAS-NEW MEXICO POWER COMPANY,YEP,3 Month Fixed Rate Autopay E-Plan,9.2,8,7.4,Fixed,3,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-3-nongreen-ptc.pdf
12919,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,Reliant SmartStart Plan 12,11.4,11.4,11.4,Fixed,12,5,TRUE,FALSE,FALSE,https://www.reliant.com/files/0901751881266332.pdf
12933,TEXAS-NEW MEXICO POWER COMPANY,Energy Rewards,24 Month Fixed,10.7,10.2,10,Fixed,24,6,FALSE,FALSE,FALSE,https://comcastenergyrewards.com/view-efl?planRateId=160033&brand=EnergyRewards
12934,TEXAS-NEW MEXICO POWER COMPANY,Energy Rewards,36 Month Fixed,10.7,10.2,10,Fixed,36,6,FALSE,FALSE,FALSE,https://comcastenergyrewards.com/view-efl?planRateId=160035&brand=EnergyRewards
12945,TEXAS-NEW MEXICO POWER COMPANY,YEP,6 Month Fixed Rate Autopay E-Plan,10.1,8.9,8.3,Fixed,6,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-6-nongreen-ptc.pdf
12952,TEXAS-NEW MEXICO POWER COMPANY,YEP,9 Month Fixed Rate Autopay E-Plan,9.6,8.4,7.8,Fixed,9,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-9-nongreen-ptc.pdf
12960,TEXAS-NEW MEXICO POWER COMPANY,YEP,18 Month Fixed Rate Autopay E-Plan,10.1,8.9,8.3,Fixed,18,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-18-nongreen-ptc.pdf
12968,TEXAS-NEW MEXICO POWER COMPANY,YEP,24 Month Fixed Rate Autopay E-Plan,10,8.8,8.2,Fixed,24,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen-ptc.pdf
12975,TEXAS-NEW MEXICO POWER COMPANY,YEP,36 Month Fixed Rate Autopay E-Plan,10.4,9.2,8.6,Fixed,36,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-36-nongreen-ptc.pdf
12983,TEXAS-NEW MEXICO POWER COMPANY,SOUTHWEST POWER & LIGHT,3 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,9.1,7.9,7.3,Fixed,3,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-ptc.pdf
12990,TEXAS-NEW MEXICO POWER COMPANY,SOUTHWEST POWER & LIGHT,6 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,10,8.8,8.2,Fixed,6,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen-ptc.pdf
12997,TEXAS-NEW MEXICO POWER COMPANY,SOUTHWEST POWER & LIGHT,9 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,9.5,8.3,7.7,Fixed,9,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-9-nongreen-ptc.pdf
13011,TEXAS-NEW MEXICO POWER COMPANY,SOUTHWEST POWER & LIGHT,24 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,9.9,8.7,8.1,Fixed,24,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen-ptc.pdf
13003,TEXAS-NEW MEXICO POWER COMPANY,SOUTHWEST POWER & LIGHT,18 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,10,8.8,8.2,Fixed,18,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-18-nongreen-ptc.pdf
13098,TEXAS-NEW MEXICO POWER COMPANY,ACACIA ENERGY,Valtricity MTM,12.4,11.1,10.4,Variable,0,12,TRUE,FALSE,FALSE,http://acaciaenergy.com/EFL/Valtricity-MTM-EFL-English.pdf
13082,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings 12,9.6,4.8,10.2,Fixed,12,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170512-104145-TNMPH-Keep%20It%20Simple%20Savings%2012%20(English).pdf
13113,TEXAS-NEW MEXICO POWER COMPANY,TXU ENERGY,TXU Energy Real Value 12,10.7,8.5,11,Fixed,12,6,FALSE,FALSE,FALSE,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=NMXRLVAL1212AD&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_TNMPOWR
13118,TEXAS-NEW MEXICO POWER COMPANY,TXU ENERGY,TXU Energy Real Value 24,10.9,8.6,11.2,Fixed,24,6,FALSE,FALSE,FALSE,http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=NMXRLVAL2424AC&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_TNMPOWR
13145,TEXAS-NEW MEXICO POWER COMPANY,THINK ENERGY,NEW PRODUCT,9.2,8.3,7.9,Fixed,12,,FALSE,FALSE,FALSE,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=TNMP&term=12&ZipCode=76043
13146,TEXAS-NEW MEXICO POWER COMPANY,THINK ENERGY,NEW PRODUCT,9.6,8.7,8.3,Fixed,18,,FALSE,FALSE,FALSE,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=TNMP&term=18&ZipCode=76043
13147,TEXAS-NEW MEXICO POWER COMPANY,THINK ENERGY,NEW PRODUCT,9.9,9,8.6,Fixed,24,,FALSE,FALSE,FALSE,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=TNMP&term=24&ZipCode=76043
13160,TEXAS-NEW MEXICO POWER COMPANY,TXU ENERGY,TXU Energy Real Choice 12,12.2,10.3,8.1,Fixed,12,6,FALSE,FALSE,FALSE,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=NMXRLCHC1212AC&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_TNMPOWR
13046,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Green 6,10.6,5.3,10.3,Fixed,6,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170418-120608-TNMPH-Keep%20It%20Simple%20Savings%20Green%206%20(English).pdf
13076,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings 9,10,5,10.3,Fixed,9,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170425-160745-TNMPH-Keep%20It%20Simple%20Savings%209%20(English).pdf
13070,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings 6,10,5,10.3,Fixed,6,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-TNMPH-Keep%20It%20Simple%20Savings%206%20(English).pdf
13064,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings 3,9.6,4.8,10.3,Fixed,3,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-TNMPH-Keep%20It%20Simple%20Savings%203%20(English).pdf
13058,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Green 12,9.8,4.9,10.3,Fixed,12,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170512-104145-TNMPH-Keep%20It%20Simple%20Savings%20Green%2012%20(English).pdf
13052,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Green 9,12.3,10,9.2,Fixed,9,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170504-131256-TNMPH-Keep%20It%20Simple%20Savings%20Green%209%20(English).pdf
13037,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Green 3,9.8,4.9,10.3,Fixed,3,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170418-120608-TNMPH-Keep%20It%20Simple%20Savings%20Green%203%20(English).pdf
13020,TEXAS-NEW MEXICO POWER COMPANY,SOUTHWEST POWER & LIGHT,36 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,10.3,9.1,8.5,Fixed,36,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen-ptc.pdf
13660,TEXAS-NEW MEXICO POWER COMPANY,ACACIA ENERGY,Valtricity 6,12,10.7,10.1,Fixed,6,12,TRUE,FALSE,FALSE,http://acaciaenergy.com/EFL/Valtricity-6-EFL-English.pdf
13595,TEXAS-NEW MEXICO POWER COMPANY,GEXA ENERGY,My Choice Plus 12,10.6,6.9,6.7,Fixed,12,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=40554&rkey=14240|2661|1005|19961
13597,TEXAS-NEW MEXICO POWER COMPANY,GEXA ENERGY,My Choice 12,7.2,5.5,10.9,Fixed,12,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=40120&rkey=8480|2660|1005|19860
13598,TEXAS-NEW MEXICO POWER COMPANY,GEXA ENERGY,My Choice 9,6.8,5.1,10.7,Fixed,9,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=40122&rkey=8480|2660|1005|19859
13679,TEXAS-NEW MEXICO POWER COMPANY,VITAL POWER,Simtricity 6,12,10.7,10.1,Fixed,6,12,FALSE,FALSE,FALSE,http://vitalpowertexas.com/EFL/Simtricity-6-EFL-English.pdf
13694,TEXAS-NEW MEXICO POWER COMPANY,ACACIA ENERGY,Valtricity 12,11.9,10.6,9.9,Fixed,12,12,TRUE,FALSE,FALSE,http://acaciaenergy.com/EFL/Valtricity-12-EFL-English.pdf
13709,TEXAS-NEW MEXICO POWER COMPANY,VITAL POWER,Simtricity 12,11.9,10.6,9.9,Fixed,12,12,FALSE,FALSE,FALSE,http://vitalpowertexas.com/EFL/Simtricity-12-EFL-English.pdf
13735,TEXAS-NEW MEXICO POWER COMPANY,FIRST CHOICE POWER ,Power Budget 5,6.8,5,13.2,Fixed,5,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFTRXXX0213_ENG_20170502.PDF
13724,TEXAS-NEW MEXICO POWER COMPANY,Viridian Energy,Term Free,11.6,9.7,9.7,Variable,1,50,FALSE,FALSE,FALSE,https://enroll.viridian.com/view-efl?planRateId=159419&brand=Viridian
13750,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,Reliant PowerTracker,12.2,10.9,10.2,Indexed,0,5,FALSE,FALSE,FALSE,http://www.reliant.com/files/0901751880d573c8.pdf
13774,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,Reliant 100% Solar 12 plan,12.2,11.3,10.9,Fixed,12,100,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812ab20f.pdf
13786,TEXAS-NEW MEXICO POWER COMPANY,FRONTIER UTILITIES,Your Green Energy 6,12,6,10.5,Fixed,6,100,FALSE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=YGE6CN&tdspcode=TNMP
13534,TEXAS-NEW MEXICO POWER COMPANY,IGS ENERGY,Fixed rate for 12 billing cycle(s).,10.4,10.4,10.4,Fixed,12,0,FALSE,FALSE,FALSE,https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTXU12FIXED00PP00RPROMO1
13332,TEXAS-NEW MEXICO POWER COMPANY,MIDAMERICAN ENERGY SERVICES LLC,Fixed Generation Supply,9,8.1,7.7,Fixed,12,10,FALSE,FALSE,FALSE,https://www.midamericanenergyservices.com/residential/openpdf.aspx?pdfId=2567&type=2
13333,TEXAS-NEW MEXICO POWER COMPANY,MIDAMERICAN ENERGY SERVICES LLC,Fixed Generation Supply,9,8.1,7.7,Fixed,24,10,FALSE,FALSE,FALSE,https://www.midamericanenergyservices.com/residential/openpdf.aspx?pdfId=2571&type=2
13561,TEXAS-NEW MEXICO POWER COMPANY,PIONEER ENERGY,Pioneer Saver 12,9.4,8.2,7.6,Fixed,12,17,FALSE,FALSE,FALSE,https://signup.mypioneerenergy.com/PDFDocs/EFLPETNMPSAVFXR12050117-28359.pdf
13562,TEXAS-NEW MEXICO POWER COMPANY,PIONEER ENERGY,Pioneer Simple Saver 12,9.1,8.2,7.8,Fixed,12,17,FALSE,FALSE,FALSE,https://signup.mypioneerenergy.com/PDFDocs/EFLPETNMPSIMSAVERFXR12050117-28361.pdf
13540,TEXAS-NEW MEXICO POWER COMPANY,STARTEX POWER,3 Month (No Min Usage Fee),7.6,6.7,6.3,Fixed,3,10,FALSE,FALSE,FALSE,https://signup.startexpower.constellation.com/Contract/00UBE.pdf/?language=EN
13167,TEXAS-NEW MEXICO POWER COMPANY,TXU ENERGY,TXU Energy Real Choice 24,12.4,10.5,8.2,Fixed,24,6,FALSE,FALSE,FALSE,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=NMXRLCHC2424AB&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_TNMPOWR
13250,TEXAS-NEW MEXICO POWER COMPANY,FRONTIER UTILITIES,Simply Green 6,7.5,5.8,9.6,Fixed,6,100,FALSE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=SG6&tdspcode=TNMP
13307,TEXAS-NEW MEXICO POWER COMPANY,FRONTIER UTILITIES LLC,Affordably Green 3,7,5.1,9.3,Fixed,3,100,FALSE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=AG3&tdspcode=TNMP
13288,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,Reliant Secure Advantage 12,13.2,10.3,9.9,Fixed,12,5,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812aa7bc.pdf
14003,TEXAS-NEW MEXICO POWER COMPANY,Texans Energy,Texans Simple Savings 12,8.5,8.5,8.5,Fixed,12,11,FALSE,FALSE,FALSE,https://mytexansenergy.com/media/Simple_Savings_12_TNMP_01282017.pdf
13982,TEXAS-NEW MEXICO POWER COMPANY,Circular Energy,Circular Organic 12 Month,9,8.1,7.7,Fixed,12,100,FALSE,FALSE,FALSE,https://empowerdocs.blob.core.windows.net/0788177871000/Circular%20Organic%2012%20Plan%20TNMP_2519113430712687585_EFLEnglish.pdf
13983,TEXAS-NEW MEXICO POWER COMPANY,Circular Energy,Circular Organic 24 Month,9,8.1,7.7,Fixed,24,100,FALSE,FALSE,FALSE,https://empowerdocs.blob.core.windows.net/0788177871000/Circular%20Organic%2024%20Month%20TNMP_2519114301451911141_EFLEnglish.pdf
14008,TEXAS-NEW MEXICO POWER COMPANY,Texans Energy,Texans Simple Savings 24,8.5,8.5,8.5,Fixed,24,11,FALSE,FALSE,FALSE,https://mytexansenergy.com/media/Simple_Savings_24_TNMP_01282017.pdf
14044,TEXAS-NEW MEXICO POWER COMPANY,SPARK ENERGY LLC,Choice 12,8.9,8.1,7.6,Fixed,12,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21457/EFL/ptc-all/TNMP/Electric/75077
14046,TEXAS-NEW MEXICO POWER COMPANY,SPARK ENERGY LLC,Sure saver 6,12.5,5.6,8.2,Fixed,6,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21330/EFL/ptc-all/TNMP/Electric/75077
14048,TEXAS-NEW MEXICO POWER COMPANY,SPARK ENERGY LLC,Price Protect 36,10.6,7.9,7.5,Fixed,36,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21475/EFL/ptc-all/TNMP/Electric/75077
14049,TEXAS-NEW MEXICO POWER COMPANY,SPARK ENERGY LLC,Prepare and Protect 12,11.5,8.8,8.4,Fixed,12,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21304/EFL/ptc-all/TNMP/Electric/75077
13943,TEXAS-NEW MEXICO POWER COMPANY,FRONTIER UTILITIES,Straight Power 24,27,13.5,6.8,Fixed,24,6,FALSE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=SP24ON&tdspcode=TNMP
13961,TEXAS-NEW MEXICO POWER COMPANY,JUST ENERGY,Texas Essentials 12 ,11.8,9.5,9.3,Fixed,12,11,FALSE,FALSE,FALSE,http://bit.ly/2mnBRDL
13833,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,Reliant SmartStart Plan,9.9,9.9,9.9,Variable,1,5,TRUE,FALSE,FALSE,https://www.reliant.com/files/09017518812f4477.pdf
13903,TEXAS-NEW MEXICO POWER COMPANY,TXU ENERGY,TXU Energy Solar Value 12,13.8,8.9,10.6,Fixed,12,25,FALSE,FALSE,FALSE,http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=NMX30SOLVL12AB&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_TNMPOWR
13798,TEXAS-NEW MEXICO POWER COMPANY,FRONTIER UTILITIES,Certified Green 6,10.8,5.4,10.2,Fixed,6,100,FALSE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=CG6CN&tdspcode=TNMP
13790,TEXAS-NEW MEXICO POWER COMPANY,FRONTIER UTILITIES,Your Green Energy 3,10,5,10,Fixed,3,100,FALSE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=YGE3CN&tdspcode=TNMP
14080,TEXAS-NEW MEXICO POWER COMPANY,STREAM ENERGY,Freedom To Use Plan,10.9,9,8.6,Fixed,12,12,FALSE,FALSE,FALSE,https://mystream.com/~/media/Files/PDFs_PowerPoints/Enroll/texas/TX_R12Free/TNMP.pdf?la=en
14038,TEXAS-NEW MEXICO POWER COMPANY,SPARK ENERGY LLC,Price Protect 9,11.7,9.1,8.6,Fixed,9,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21449/EFL/ptc-all/TNMP/Electric/75077
14072,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,Reliant Solar Sell Back plan,11.8,11,10.5,Indexed,0,5,FALSE,FALSE,FALSE,https://www.reliant.com/files/0901751880e16bcc.pdf
15064,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free Conserve 12 Choice,9.2,7.3,9.9,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a9a42.pdf
15065,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 12 Choice,10.6,9.8,9.3,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a950f.pdf
15066,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 9 Choice,10.9,10.1,9.6,Fixed,9,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a9523.pdf
15067,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 6 Choice,10.9,10.1,9.6,Fixed,6,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a9519.pdf
15068,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus Choice,10.9,10.1,9.6,Variable,0,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a9537.pdf
15069,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free 12 Choice,12.9,12.1,11.6,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a952d.pdf
15941,TEXAS-NEW MEXICO POWER COMPANY,GEXA ENERGY,My Choice Plus 15,13,9.2,6.3,Fixed,15,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=39916&rkey=14240|2661|1005|19697
15010,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,Reliant Conservation 12 100% Wind plan,11.3,9.9,9.8,Fixed,12,100,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812ab1ac.pdf
15952,TEXAS-NEW MEXICO POWER COMPANY,YEP,Month to Month Autopay E-Plan,8.6,7.4,6.8,Variable,1,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen-ptc.pdf
15938,TEXAS-NEW MEXICO POWER COMPANY,Viridian Energy,6 Month Value Fixed,12.9,10.9,10.9,Fixed,6,50,FALSE,FALSE,FALSE,https://enroll.viridian.com/view-efl?planRateId=160711&brand=Viridian
14463,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,Reliant Get More Save More 12,13.3,11.7,9.9,Fixed,12,5,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812ab1ae.pdf
15003,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,"Reliant Get More, Save More 24 plan",13.3,11.7,9.9,Fixed,24,5,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812ab1b0.pdf
